caseid,female,palin,pid
10993,Female,Somewhat Unfavorable,GOP
10994,Male,Somewhat Favorable,Independent
10995,Male,Very Favorable,GOP
10996,Male,Very Favorable,Independent
10997,Male,Somewhat Favorable,Independent
10998,Female,Very Favorable,GOP
10999,Female,Somewhat Unfavorable,Independent
11000,Female,Very Unfavorable,Democrat
11001,Male,Very Favorable,GOP
11002,Female,Very Favorable,GOP
11005,Male,Very Favorable,GOP
11006,Female,Very Favorable,Independent
11007,Male,Very Favorable,GOP
11008,Male,Very Unfavorable,Democrat
11009,Male,Somewhat Unfavorable,Democrat
11011,Male,Somewhat Favorable,Democrat
11012,Male,Very Favorable,Independent
11014,Female,Somewhat Favorable,Independent
11015,Female,Very Favorable,Independent
11016,Male,Very Favorable,Independent
11018,Female,Very Unfavorable,Democrat
11020,Female,Very Favorable,GOP
11021,Female,Very Favorable,GOP
11022,Female,Very Favorable,GOP
11024,Male,Somewhat Favorable,Independent
11027,Male,Very Favorable,GOP
11030,Female,Somewhat Unfavorable,Independent
11031,Female,Somewhat Favorable,GOP
11032,Female,Very Unfavorable,Democrat
11033,Male,Somewhat Favorable,GOP
11036,Male,Very Unfavorable,Democrat
11037,Female,Somewhat Favorable,GOP
11039,Male,Very Unfavorable,Independent
11041,Female,Very Favorable,GOP
11042,Male,Very Unfavorable,Democrat
11044,Male,Very Favorable,Independent
11045,Female,Very Favorable,GOP
11049,Female,Somewhat Favorable,GOP
11050,Female,Very Unfavorable,Democrat
11057,Male,Somewhat Unfavorable,Democrat
11058,Male,Very Favorable,GOP
11059,Male,Very Favorable,GOP
11060,Female,Very Favorable,GOP
11062,Female,Very Unfavorable,Democrat
11063,Male,Somewhat Favorable,Independent
11065,Female,Somewhat Unfavorable,Independent
11066,Male,Very Unfavorable,Independent
11067,Female,Very Favorable,Independent
11068,Male,Very Favorable,GOP
11072,Female,Somewhat Unfavorable,Independent
11073,Male,Very Unfavorable,Independent
11075,Male,Very Favorable,GOP
11076,Female,Very Unfavorable,Democrat
11077,Female,Somewhat Favorable,Democrat
11080,Female,Very Unfavorable,GOP
11081,Female,Very Unfavorable,Democrat
11082,Female,Very Unfavorable,Democrat
11084,Male,Very Favorable,Independent
11085,Female,Very Unfavorable,Democrat
11087,Male,Somewhat Unfavorable,Democrat
11090,Female,Somewhat Favorable,Independent
11092,Male,Very Favorable,GOP
11093,Female,Somewhat Favorable,Democrat
11094,Female,Somewhat Favorable,GOP
11095,Female,Very Unfavorable,Democrat
11096,Female,Somewhat Unfavorable,Democrat
11097,Female,Somewhat Favorable,GOP
11101,Female,Very Unfavorable,Independent
11102,Male,Very Unfavorable,Independent
11106,Female,Somewhat Favorable,Democrat
11109,Female,Very Favorable,GOP
11111,Female,Very Unfavorable,Democrat
11112,Male,Very Favorable,GOP
11114,Male,Very Favorable,GOP
11115,Male,Very Favorable,GOP
11116,Male,Very Unfavorable,Democrat
11117,Male,Somewhat Unfavorable,GOP
11118,Male,Very Favorable,Democrat
11119,Male,Somewhat Favorable,GOP
11121,Male,Very Favorable,GOP
11122,Male,Very Favorable,GOP
11125,Male,Very Unfavorable,Democrat
11126,Male,Very Unfavorable,Democrat
11127,Male,Somewhat Unfavorable,Democrat
11128,Female,Somewhat Unfavorable,Independent
11129,Female,Very Favorable,Independent
11130,Female,Very Favorable,GOP
11131,Male,Somewhat Favorable,Independent
11132,Male,Very Unfavorable,Democrat
11133,Male,Somewhat Favorable,GOP
11135,Female,Somewhat Favorable,Independent
11139,Male,Somewhat Unfavorable,Independent
11140,Female,Somewhat Unfavorable,Independent
11141,Female,Somewhat Favorable,GOP
11142,Female,Very Unfavorable,Independent
11143,Male,Somewhat Unfavorable,Democrat
11145,Female,Very Unfavorable,Democrat
11147,Female,Very Unfavorable,Democrat
11149,Female,Somewhat Favorable,Democrat
11150,Female,Somewhat Favorable,Independent
11151,Female,Very Favorable,GOP
11152,Male,Very Favorable,GOP
11153,Female,Somewhat Unfavorable,GOP
11154,Male,Very Favorable,GOP
11160,Female,Somewhat Favorable,GOP
11161,Female,Very Favorable,GOP
11162,Male,Somewhat Favorable,Independent
11166,Male,Very Favorable,GOP
11168,Female,Somewhat Favorable,GOP
11170,Female,Somewhat Unfavorable,Democrat
11171,Male,Somewhat Favorable,GOP
11172,Male,Somewhat Favorable,Independent
11174,Female,Very Unfavorable,Democrat
11175,Male,Somewhat Favorable,Independent
11176,Female,Very Favorable,Democrat
11177,Female,Very Unfavorable,Democrat
11178,Female,Very Unfavorable,Democrat
11179,Female,Very Unfavorable,Democrat
11181,Female,Very Unfavorable,Independent
11184,Male,Somewhat Unfavorable,Independent
11185,Male,Very Unfavorable,Democrat
11187,Male,Very Favorable,GOP
11188,Male,Somewhat Unfavorable,Democrat
11189,Female,Somewhat Favorable,GOP
11190,Male,Very Favorable,GOP
11191,Female,Somewhat Unfavorable,Independent
11192,Male,Very Unfavorable,Independent
11194,Male,Somewhat Unfavorable,Democrat
11196,Male,Somewhat Unfavorable,Democrat
11197,Male,Somewhat Unfavorable,Democrat
11198,Female,Somewhat Unfavorable,Democrat
11201,Female,Very Unfavorable,Independent
11202,Female,Somewhat Unfavorable,Democrat
11203,Male,Very Favorable,Independent
11204,Female,Somewhat Favorable,Democrat
11205,Female,Very Favorable,GOP
11206,Male,Very Favorable,Independent
11207,Male,Somewhat Unfavorable,Democrat
11209,Female,Very Unfavorable,Democrat
11210,Male,Very Favorable,Independent
11211,Female,Very Favorable,Democrat
11213,Male,Very Favorable,Independent
11214,Female,Somewhat Favorable,Democrat
11216,Female,Very Favorable,Independent
11220,Female,Somewhat Unfavorable,GOP
11221,Female,Very Favorable,GOP
11222,Female,Very Unfavorable,Democrat
11223,Male,Somewhat Unfavorable,Independent
11224,Female,Somewhat Favorable,GOP
11226,Female,Somewhat Favorable,Independent
11227,Male,Very Favorable,GOP
11229,Male,Somewhat Favorable,Democrat
11230,Female,Somewhat Unfavorable,Democrat
11231,Male,Somewhat Favorable,Independent
11232,Female,Somewhat Unfavorable,Independent
11233,Female,Somewhat Favorable,GOP
11234,Female,Very Unfavorable,Democrat
11235,Male,Very Favorable,GOP
11236,Male,Somewhat Unfavorable,Democrat
11237,Female,Somewhat Unfavorable,Democrat
11238,Male,Very Favorable,GOP
11239,Male,Very Favorable,Independent
11240,Male,Very Favorable,GOP
11241,Female,Very Unfavorable,Democrat
11242,Female,Somewhat Unfavorable,Democrat
11243,Female,Very Unfavorable,Independent
11244,Female,Very Unfavorable,Democrat
11245,Female,Somewhat Unfavorable,Democrat
11246,Female,Somewhat Favorable,Democrat
11247,Female,Very Favorable,GOP
11248,Female,Somewhat Favorable,GOP
11250,Female,Very Favorable,Independent
11251,Female,Very Unfavorable,Democrat
11253,Female,Somewhat Unfavorable,Independent
11258,Female,Somewhat Unfavorable,Democrat
11259,Female,Very Favorable,GOP
11261,Male,Very Unfavorable,Independent
11262,Female,Somewhat Favorable,GOP
11263,Male,Somewhat Favorable,Democrat
11264,Female,Very Unfavorable,Democrat
11266,Female,Very Unfavorable,Democrat
11268,Male,Very Favorable,GOP
11269,Male,Very Unfavorable,Democrat
11271,Male,Very Unfavorable,Democrat
11272,Male,Somewhat Favorable,GOP
11273,Male,Somewhat Favorable,GOP
11276,Male,Very Unfavorable,Democrat
11279,Female,Somewhat Favorable,Independent
11280,Female,Very Favorable,Independent
11282,Male,Very Favorable,GOP
11284,Male,Somewhat Unfavorable,Democrat
11285,Female,Very Favorable,Independent
11287,Female,Very Favorable,GOP
11288,Female,Very Favorable,GOP
11289,Male,Very Favorable,GOP
11293,Male,Somewhat Unfavorable,Independent
11294,Female,Very Favorable,GOP
11295,Male,Somewhat Favorable,GOP
11296,Male,Somewhat Favorable,GOP
11297,Female,Somewhat Favorable,Independent
11298,Male,Very Unfavorable,Democrat
11299,Female,Somewhat Unfavorable,Democrat
11301,Male,Somewhat Favorable,GOP
11305,Male,Very Favorable,GOP
11308,Male,Somewhat Favorable,Democrat
11311,Male,Very Favorable,GOP
11312,Female,Very Unfavorable,Democrat
11315,Female,Somewhat Favorable,Independent
11316,Female,Very Favorable,Independent
11317,Male,Somewhat Unfavorable,Independent
11318,Female,Very Favorable,GOP
11320,Male,Very Unfavorable,Democrat
11321,Male,Very Unfavorable,Independent
11322,Female,Somewhat Favorable,Independent
11323,Female,Somewhat Favorable,GOP
11325,Male,Very Unfavorable,Independent
11326,Female,Very Favorable,GOP
11327,Female,Very Favorable,Independent
11330,Male,Somewhat Favorable,Democrat
11331,Female,Somewhat Favorable,Democrat
11334,Male,Somewhat Favorable,GOP
11336,Female,Very Unfavorable,Democrat
11337,Male,Somewhat Unfavorable,Democrat
11339,Male,Somewhat Favorable,Independent
11345,Male,Somewhat Unfavorable,Democrat
11348,Male,Very Favorable,GOP
11351,Female,Somewhat Favorable,GOP
11353,Female,Very Favorable,GOP
11354,Female,Somewhat Unfavorable,Independent
11355,Male,Somewhat Favorable,Democrat
11357,Male,Very Favorable,GOP
11358,Female,Very Favorable,GOP
11359,Male,Somewhat Unfavorable,GOP
11360,Male,Very Favorable,GOP
11362,Male,Somewhat Favorable,Democrat
11363,Male,Very Unfavorable,Democrat
11364,Female,Very Favorable,Independent
11366,Male,Very Favorable,GOP
11367,Female,Very Unfavorable,Democrat
11369,Male,Somewhat Favorable,Independent
11371,Male,Somewhat Unfavorable,Democrat
11372,Female,Somewhat Unfavorable,Independent
11373,Female,Very Favorable,GOP
11374,Male,Somewhat Favorable,Democrat
11375,Male,Somewhat Favorable,GOP
11376,Male,Somewhat Favorable,Independent
11377,Female,Very Favorable,Independent
11378,Female,Somewhat Favorable,Democrat
11379,Male,Very Unfavorable,GOP
11380,Female,Very Unfavorable,Independent
11382,Male,Very Unfavorable,Democrat
11383,Male,Very Favorable,GOP
11384,Female,Very Favorable,GOP
11387,Female,Very Unfavorable,Democrat
11388,Female,Somewhat Unfavorable,Democrat
11389,Female,Somewhat Unfavorable,Democrat
11391,Male,Very Favorable,GOP
11392,Female,Somewhat Unfavorable,Independent
11394,Female,Somewhat Unfavorable,Democrat
11395,Male,Very Favorable,Independent
11396,Female,Somewhat Unfavorable,Democrat
11398,Female,Very Favorable,GOP
11400,Female,Very Unfavorable,Democrat
11401,Female,Very Favorable,GOP
11402,Female,Very Unfavorable,Democrat
11403,Male,Very Unfavorable,Democrat
11404,Female,Very Favorable,GOP
11405,Male,Very Favorable,Independent
11406,Male,Very Unfavorable,Independent
11408,Male,Very Favorable,GOP
11410,Female,Very Unfavorable,Independent
11413,Male,Somewhat Unfavorable,Democrat
11414,Male,Somewhat Favorable,Independent
11415,Male,Somewhat Unfavorable,Independent
11418,Male,Very Favorable,Independent
11420,Male,Somewhat Favorable,Independent
11423,Male,Somewhat Unfavorable,Democrat
11426,Female,Somewhat Unfavorable,Democrat
11427,Female,Somewhat Unfavorable,Democrat
11428,Male,Very Favorable,Independent
11430,Male,Very Unfavorable,Democrat
11431,Male,Very Favorable,Independent
11433,Male,Somewhat Favorable,GOP
11436,Female,Somewhat Unfavorable,Independent
11438,Female,Very Favorable,GOP
11439,Female,Very Favorable,Independent
11440,Female,Somewhat Unfavorable,Democrat
11442,Female,Very Favorable,GOP
11448,Male,Somewhat Favorable,GOP
11449,Female,Very Favorable,GOP
11450,Male,Very Favorable,GOP
11451,Female,Somewhat Unfavorable,Democrat
11453,Male,Somewhat Favorable,GOP
11455,Male,Very Favorable,GOP
11457,Male,Somewhat Favorable,Independent
11461,Female,Very Favorable,GOP
11462,Female,Very Favorable,GOP
11463,Female,Very Unfavorable,Democrat
11464,Female,Very Favorable,Independent
11465,Female,Somewhat Unfavorable,Democrat
11466,Female,Very Favorable,GOP
11467,Female,Very Unfavorable,Independent
11468,Male,Somewhat Favorable,Independent
11469,Male,Very Favorable,Democrat
11470,Male,Somewhat Favorable,Democrat
11473,Male,Very Unfavorable,Democrat
11474,Male,Very Favorable,Independent
11475,Female,Somewhat Favorable,GOP
11476,Male,Very Favorable,Independent
11477,Male,Very Favorable,GOP
11478,Male,Very Favorable,GOP
11479,Female,Very Unfavorable,Democrat
11481,Male,Very Favorable,Independent
11483,Male,Somewhat Unfavorable,Democrat
11485,Male,Very Favorable,GOP
11487,Male,Very Favorable,Independent
11488,Male,Very Favorable,GOP
11489,Male,Somewhat Favorable,Democrat
11490,Male,Somewhat Favorable,GOP
11491,Male,Very Unfavorable,Democrat
11492,Male,Somewhat Favorable,Independent
11493,Male,Somewhat Unfavorable,Democrat
11494,Female,Somewhat Unfavorable,Independent
11495,Male,Somewhat Unfavorable,Democrat
11496,Male,Very Favorable,GOP
11498,Female,Somewhat Unfavorable,Democrat
11499,Male,Somewhat Favorable,GOP
11500,Female,Very Favorable,Democrat
11501,Female,Very Favorable,GOP
11503,Female,Very Unfavorable,Democrat
11508,Male,Very Favorable,Democrat
11510,Female,Very Unfavorable,Democrat
11512,Female,Somewhat Favorable,GOP
11513,Female,Very Favorable,Independent
11514,Male,Very Unfavorable,Democrat
11516,Female,Very Favorable,GOP
11517,Female,Very Unfavorable,Independent
11518,Female,Very Favorable,Democrat
11520,Female,Somewhat Favorable,Democrat
11521,Male,Somewhat Unfavorable,Independent
11522,Male,Very Favorable,Independent
11523,Male,Somewhat Favorable,Independent
11525,Female,Very Favorable,GOP
11527,Female,Somewhat Unfavorable,Democrat
11528,Male,Somewhat Unfavorable,Democrat
11531,Male,Very Favorable,GOP
11532,Female,Very Favorable,GOP
11533,Female,Somewhat Favorable,Democrat
11534,Male,Very Favorable,GOP
11535,Female,Somewhat Favorable,Democrat
11536,Female,Very Unfavorable,Independent
11538,Female,Somewhat Unfavorable,Democrat
11540,Female,Very Unfavorable,GOP
11541,Female,Very Unfavorable,Democrat
11542,Female,Very Unfavorable,Democrat
11543,Male,Very Favorable,GOP
11545,Male,Very Favorable,GOP
11547,Male,Somewhat Unfavorable,Democrat
11548,Male,Somewhat Unfavorable,Democrat
11549,Female,Somewhat Unfavorable,Independent
11551,Male,Somewhat Unfavorable,Democrat
11553,Female,Somewhat Favorable,Independent
11554,Male,Somewhat Favorable,Democrat
11555,Male,Somewhat Favorable,GOP
11556,Male,Somewhat Unfavorable,Independent
11558,Male,Somewhat Favorable,Democrat
11559,Male,Somewhat Favorable,Democrat
11562,Male,Somewhat Unfavorable,Independent
11563,Male,Somewhat Favorable,Independent
11564,Male,Very Unfavorable,Democrat
11565,Male,Very Favorable,Independent
11567,Male,Somewhat Unfavorable,Independent
11568,Male,Somewhat Favorable,Democrat
11569,Male,Very Unfavorable,Democrat
11570,Male,Very Favorable,Democrat
11571,Male,Somewhat Favorable,GOP
11572,Male,Somewhat Unfavorable,Independent
11573,Male,Somewhat Favorable,GOP
11574,Male,Somewhat Unfavorable,Independent
11575,Female,Somewhat Favorable,Democrat
11578,Male,Very Unfavorable,Independent
11579,Male,Somewhat Unfavorable,Independent
11580,Female,Very Unfavorable,GOP
11581,Male,Somewhat Favorable,Independent
11582,Male,Somewhat Favorable,Independent
11583,Male,Very Unfavorable,Democrat
11588,Male,Very Unfavorable,Independent
11589,Female,Somewhat Favorable,GOP
11591,Female,Somewhat Favorable,Democrat
11594,Female,Very Favorable,Independent
11595,Female,Somewhat Favorable,Independent
11596,Female,Somewhat Favorable,Democrat
11598,Male,Very Favorable,Democrat
11599,Male,Somewhat Unfavorable,Democrat
11600,Female,Very Unfavorable,GOP
11601,Female,Very Unfavorable,Independent
11602,Female,Very Favorable,GOP
11603,Female,Somewhat Favorable,Democrat
11604,Female,Somewhat Unfavorable,Independent
11605,Male,Somewhat Favorable,Democrat
30001,Male,Very Favorable,Democrat
30005,Male,Somewhat Favorable,Independent
30006,Male,Very Unfavorable,Democrat
30008,Male,Very Favorable,GOP
30009,Female,Very Unfavorable,Democrat
30011,Female,Very Unfavorable,GOP
30012,Male,Very Unfavorable,Democrat
30013,Female,Very Favorable,Independent
30014,Female,Somewhat Favorable,Independent
30017,Female,Very Unfavorable,Democrat
30022,Male,Somewhat Favorable,GOP
30026,Male,Somewhat Favorable,Independent
30027,Male,Very Favorable,Independent
30029,Female,Very Unfavorable,Democrat
30030,Male,Very Favorable,GOP
30033,Male,Very Favorable,Independent
30035,Male,Somewhat Unfavorable,Independent
30038,Male,Somewhat Favorable,GOP
30039,Male,Very Favorable,GOP
30041,Female,Somewhat Favorable,Democrat
30043,Male,Somewhat Favorable,GOP
30044,Male,Somewhat Unfavorable,Democrat
30045,Male,Very Favorable,GOP
30046,Male,Very Unfavorable,Democrat
30047,Female,Very Unfavorable,Democrat
30048,Female,Somewhat Unfavorable,Democrat
30049,Male,Somewhat Unfavorable,Democrat
30050,Male,Very Unfavorable,Democrat
30054,Male,Somewhat Unfavorable,Democrat
30059,Female,Somewhat Favorable,GOP
30061,Male,Very Favorable,Democrat
30062,Female,Somewhat Favorable,Independent
30065,Female,Very Unfavorable,Independent
30066,Male,Very Favorable,GOP
30067,Female,Somewhat Unfavorable,Democrat
30069,Female,Very Favorable,GOP
30071,Male,Somewhat Favorable,Democrat
30072,Female,Very Unfavorable,Democrat
30073,Male,Very Favorable,Independent
30074,Male,Somewhat Favorable,Independent
30075,Female,Somewhat Favorable,GOP
30077,Female,Very Unfavorable,Democrat
30078,Female,Very Favorable,GOP
30080,Female,Very Favorable,GOP
30081,Male,Somewhat Favorable,Independent
30083,Male,Somewhat Favorable,GOP
30084,Male,Somewhat Unfavorable,GOP
30085,Female,Very Favorable,GOP
30088,Female,Somewhat Favorable,Democrat
30090,Male,Somewhat Favorable,GOP
30091,Female,Very Unfavorable,Democrat
30092,Male,Very Unfavorable,Independent
30093,Male,Very Favorable,GOP
30097,Female,Somewhat Favorable,Democrat
30098,Male,Somewhat Favorable,GOP
30100,Male,Very Unfavorable,Democrat
30101,Female,Very Unfavorable,Independent
30103,Female,Very Unfavorable,Democrat
30104,Male,Somewhat Unfavorable,Independent
30107,Male,Somewhat Favorable,Independent
30108,Male,Very Favorable,Independent
30110,Female,Somewhat Favorable,Independent
30113,Female,Very Favorable,Democrat
30114,Female,Very Favorable,GOP
30116,Male,Very Unfavorable,Independent
30118,Male,Very Favorable,GOP
30119,Male,Somewhat Favorable,Independent
30120,Male,Very Unfavorable,Democrat
30126,Male,Very Unfavorable,Democrat
30127,Female,Very Unfavorable,Democrat
30131,Male,Very Favorable,Independent
30133,Male,Somewhat Favorable,Democrat
30134,Male,Somewhat Favorable,Democrat
30135,Male,Very Favorable,GOP
30139,Female,Somewhat Favorable,Independent
30140,Female,Very Favorable,GOP
30141,Female,Very Unfavorable,Democrat
30142,Male,Somewhat Unfavorable,Democrat
30144,Female,Somewhat Favorable,GOP
30145,Male,Somewhat Unfavorable,Democrat
30147,Male,Somewhat Favorable,GOP
30148,Female,Very Favorable,GOP
30149,Female,Somewhat Unfavorable,Independent
30150,Male,Somewhat Unfavorable,Independent
30151,Female,Somewhat Favorable,GOP
30153,Male,Somewhat Favorable,GOP
30154,Female,Somewhat Unfavorable,Democrat
30156,Female,Very Unfavorable,Democrat
30157,Female,Somewhat Favorable,Democrat
30158,Female,Very Favorable,Democrat
30159,Female,Very Favorable,GOP
30160,Male,Very Favorable,GOP
30162,Male,Very Unfavorable,Democrat
30163,Male,Somewhat Favorable,Democrat
30164,Male,Somewhat Favorable,Independent
30165,Male,Very Favorable,GOP
30166,Male,Very Favorable,GOP
30168,Male,Somewhat Unfavorable,Democrat
30170,Female,Somewhat Favorable,Democrat
30172,Female,Very Favorable,GOP
30175,Female,Very Favorable,Independent
30176,Male,Very Favorable,GOP
30178,Female,Somewhat Favorable,GOP
30179,Male,Very Favorable,Independent
30180,Female,Very Unfavorable,Democrat
30181,Female,Somewhat Unfavorable,Independent
30186,Female,Very Favorable,GOP
30187,Female,Somewhat Unfavorable,Independent
30189,Male,Somewhat Unfavorable,Independent
30190,Female,Very Favorable,GOP
30194,Male,Very Unfavorable,Democrat
30196,Male,Very Favorable,Independent
30197,Male,Somewhat Favorable,Democrat
30199,Female,Very Favorable,GOP
30200,Female,Somewhat Unfavorable,Democrat
30201,Female,Somewhat Favorable,Democrat
30202,Male,Very Favorable,GOP
30203,Female,Somewhat Favorable,GOP
30204,Male,Very Favorable,GOP
30205,Male,Somewhat Favorable,Independent
30206,Female,Very Favorable,GOP
30207,Male,Very Favorable,Democrat
30208,Female,Very Unfavorable,Democrat
30209,Female,Very Favorable,GOP
30211,Male,Very Unfavorable,Democrat
30214,Male,Very Favorable,GOP
30215,Female,Somewhat Unfavorable,Democrat
30216,Male,Very Unfavorable,Democrat
30217,Male,Somewhat Favorable,GOP
30219,Female,Somewhat Favorable,GOP
30220,Male,Very Unfavorable,Democrat
30221,Male,Very Favorable,GOP
30223,Male,Somewhat Unfavorable,Independent
30224,Female,Somewhat Favorable,GOP
30225,Female,Very Favorable,Independent
30226,Male,Very Unfavorable,Democrat
30227,Male,Very Unfavorable,Democrat
30228,Female,Somewhat Unfavorable,Democrat
30234,Male,Very Unfavorable,Democrat
30237,Female,Very Favorable,Independent
30238,Female,Very Unfavorable,Democrat
30240,Male,Very Favorable,GOP
30241,Female,Very Unfavorable,Democrat
30242,Male,Somewhat Favorable,GOP
30243,Male,Somewhat Favorable,Independent
30244,Female,Very Unfavorable,Democrat
30246,Female,Very Unfavorable,Independent
30247,Female,Very Favorable,Democrat
30248,Male,Very Favorable,GOP
30250,Female,Very Unfavorable,Independent
30252,Female,Somewhat Favorable,Independent
30258,Male,Very Favorable,GOP
30259,Male,Very Favorable,GOP
30260,Male,Very Favorable,Independent
30261,Female,Very Favorable,Independent
30265,Female,Very Favorable,Democrat
30267,Female,Very Favorable,Independent
30268,Female,Very Favorable,GOP
30269,Female,Very Unfavorable,Democrat
30271,Female,Very Favorable,GOP
30272,Female,Very Favorable,Independent
30277,Male,Very Favorable,Independent
30279,Female,Somewhat Favorable,Democrat
30280,Female,Very Unfavorable,Democrat
30281,Female,Very Unfavorable,Independent
30286,Female,Somewhat Favorable,Independent
30288,Female,Somewhat Favorable,Independent
30289,Female,Very Unfavorable,Democrat
30290,Male,Very Unfavorable,Independent
30291,Female,Very Unfavorable,Democrat
30292,Female,Very Favorable,Independent
30294,Male,Very Unfavorable,Democrat
30296,Female,Somewhat Unfavorable,Democrat
30298,Female,Somewhat Unfavorable,Democrat
30299,Male,Very Favorable,Independent
30300,Male,Somewhat Unfavorable,Democrat
30303,Male,Very Unfavorable,Democrat
30304,Male,Very Unfavorable,Democrat
30307,Female,Somewhat Unfavorable,Democrat
30308,Male,Somewhat Favorable,Independent
30309,Male,Somewhat Unfavorable,Democrat
30313,Female,Very Favorable,GOP
30314,Male,Somewhat Unfavorable,Democrat
30316,Male,Somewhat Favorable,Independent
30317,Female,Somewhat Favorable,GOP
30318,Female,Very Favorable,Independent
30320,Female,Somewhat Unfavorable,Democrat
30322,Female,Very Favorable,GOP
30323,Female,Very Unfavorable,Democrat
30324,Female,Somewhat Favorable,Democrat
30326,Male,Very Unfavorable,Democrat
30327,Male,Very Unfavorable,GOP
30328,Female,Very Favorable,Independent
30329,Female,Very Unfavorable,Independent
30330,Female,Somewhat Favorable,GOP
30331,Male,Somewhat Favorable,Independent
30332,Female,Somewhat Favorable,Democrat
30333,Male,Very Unfavorable,Democrat
30334,Female,Somewhat Favorable,Democrat
30335,Male,Somewhat Favorable,GOP
30337,Female,Very Favorable,Democrat
30338,Female,Somewhat Favorable,Democrat
30339,Male,Somewhat Unfavorable,Independent
30344,Female,Very Unfavorable,Democrat
30345,Female,Very Unfavorable,Democrat
30346,Female,Very Unfavorable,GOP
30347,Female,Very Favorable,GOP
30351,Female,Very Favorable,Independent
30353,Female,Very Unfavorable,Democrat
30355,Male,Very Favorable,Independent
30358,Female,Very Unfavorable,Independent
30359,Male,Somewhat Favorable,Independent
30362,Female,Very Favorable,Independent
30363,Male,Somewhat Favorable,Independent
30364,Male,Somewhat Unfavorable,Democrat
30366,Male,Somewhat Unfavorable,Democrat
30367,Female,Somewhat Unfavorable,Democrat
30368,Male,Very Unfavorable,Democrat
30369,Male,Somewhat Favorable,GOP
30371,Male,Somewhat Unfavorable,Independent
30373,Female,Somewhat Unfavorable,Democrat
30374,Female,Somewhat Favorable,GOP
30375,Female,Very Favorable,GOP
30377,Female,Very Favorable,GOP
30378,Female,Somewhat Favorable,Independent
30381,Female,Somewhat Unfavorable,Independent
30382,Female,Very Favorable,GOP
30386,Female,Very Unfavorable,Democrat
30387,Female,Somewhat Unfavorable,Democrat
30388,Male,Somewhat Favorable,GOP
30390,Female,Very Favorable,Independent
30391,Female,Very Favorable,GOP
30392,Female,Somewhat Unfavorable,Democrat
30393,Female,Somewhat Unfavorable,Democrat
30394,Female,Somewhat Favorable,Independent
30395,Female,Somewhat Favorable,Democrat
30396,Female,Very Unfavorable,Democrat
30398,Female,Very Unfavorable,Independent
30399,Male,Very Favorable,GOP
30401,Female,Somewhat Favorable,Democrat
30402,Male,Very Favorable,GOP
30403,Male,Very Favorable,Independent
30405,Male,Very Favorable,Democrat
30406,Male,Very Favorable,GOP
30408,Female,Somewhat Unfavorable,Democrat
30410,Female,Somewhat Favorable,GOP
30412,Male,Very Favorable,GOP
30418,Female,Somewhat Unfavorable,Independent
30420,Male,Very Favorable,Independent
30424,Male,Somewhat Unfavorable,Independent
30426,Female,Very Unfavorable,Democrat
30427,Female,Very Favorable,GOP
30428,Male,Very Unfavorable,Democrat
30430,Male,Very Unfavorable,Democrat
30432,Female,Somewhat Unfavorable,Independent
30433,Female,Somewhat Unfavorable,Democrat
30434,Male,Very Favorable,GOP
30435,Male,Very Unfavorable,Democrat
30436,Female,Very Unfavorable,GOP
30438,Female,Very Unfavorable,Democrat
30440,Male,Somewhat Favorable,Independent
30441,Male,Very Favorable,GOP
30442,Male,Somewhat Favorable,Independent
30445,Female,Somewhat Favorable,GOP
30447,Male,Somewhat Favorable,Independent
30449,Female,Very Unfavorable,Democrat
30451,Female,Very Favorable,Independent
30454,Female,Somewhat Favorable,GOP
30455,Female,Very Unfavorable,Democrat
30456,Female,Somewhat Favorable,Independent
30457,Female,Somewhat Unfavorable,GOP
30458,Female,Somewhat Favorable,Independent
30459,Female,Very Favorable,GOP
30461,Male,Very Favorable,Independent
30464,Male,Somewhat Unfavorable,Independent
30465,Male,Somewhat Favorable,Democrat
30466,Male,Very Unfavorable,Democrat
30467,Female,Somewhat Favorable,Democrat
30468,Female,Very Unfavorable,Democrat
30469,Male,Somewhat Unfavorable,Democrat
30470,Female,Somewhat Favorable,GOP
30471,Male,Somewhat Favorable,Independent
30472,Male,Very Unfavorable,Democrat
30473,Male,Somewhat Favorable,Independent
30474,Male,Very Unfavorable,Democrat
30475,Female,Somewhat Favorable,GOP
30480,Male,Very Unfavorable,Democrat
30482,Female,Very Favorable,GOP
30485,Female,Somewhat Unfavorable,Democrat
30486,Female,Very Favorable,GOP
30487,Female,Very Favorable,GOP
30488,Female,Very Favorable,Independent
30490,Male,Very Favorable,GOP
30491,Male,Very Unfavorable,Independent
30492,Female,Very Favorable,GOP
30494,Male,Somewhat Favorable,GOP
30495,Female,Somewhat Favorable,Democrat
30496,Male,Very Favorable,Independent
30500,Male,Very Favorable,GOP
30505,Male,Very Unfavorable,Independent
30506,Female,Very Favorable,GOP
30507,Female,Very Unfavorable,Democrat
30509,Female,Somewhat Favorable,GOP
30510,Female,Very Unfavorable,Democrat
30511,Female,Very Favorable,GOP
30512,Male,Very Favorable,GOP
30514,Female,Very Unfavorable,Independent
30516,Female,Very Unfavorable,Democrat
30517,Male,Very Favorable,GOP
30519,Female,Very Favorable,Democrat
30522,Female,Very Favorable,GOP
30523,Female,Very Favorable,GOP
30524,Male,Somewhat Favorable,GOP
30528,Female,Somewhat Favorable,Democrat
30530,Female,Very Unfavorable,Democrat
30531,Female,Somewhat Unfavorable,Independent
