dyadid,ccode1,ccode2,year,cap_1,cap_2,alliance,democ1,democ2,autoc1,autoc2,dem1,dem2,distance,dyaddur,ongoing,mid,hostlev1,hostlev2,midnum,durat,capratio,allies,jointdem,_st,_d,_t,_t0,discount,strat6,surv,haz,haz0,haz1,haz2,haz3,haz4
483820,483,820,1968,.000214,.001305,4,0,10,9,0,-9,10,5952,8,0,0,0,0,0,9,.85911787,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
483830,483,830,1968,.000214,.00072399998,4,0,2,9,4,-9,-2,6125,3,0,0,0,0,0,4,.771855,0,-9,1,0,4,0,0,0,.9980678165950512,,,,,,
483840,483,840,1968,.000214,.0035359999,4,0,6,9,1,-9,5,7051,8,0,0,0,0,0,9,.94293332,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
483850,483,850,1968,.000214,.013033,4,0,0,9,7,-9,-7,6431,8,0,0,0,0,0,9,.98384541,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
483900,483,900,1968,.000214,.0078210002,4,0,10,9,0,-9,10,9169,8,0,0,0,0,0,9,.9733665,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
483920,483,920,1968,.000214,.000711,4,0,10,9,0,-9,10,10087,8,0,0,0,0,0,9,.76864862,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
484490,484,490,1968,.00017,.001963,3,0,0,7,9,-7,-9,0,8,0,0,0,0,0,3,.92030007,1,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
484500,484,500,1968,.00017,.000558,3,0,0,7,6,-7,-6,1237,6,0,0,0,0,0,7,.76648355,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
484501,484,501,1968,.00017,.00076299999,4,0,3,7,3,-7,0,1502,5,0,0,0,0,0,6,.81779206,0,-7,1,0,6,0,0,0,.997442420925272,,,,,,
484510,484,510,1968,.00017,.00073000003,3,0,0,7,7,-7,-7,1661,7,0,0,0,0,0,8,.81111109,1,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
484516,484,516,1968,.00017,.000176,3,0,0,7,7,-7,-7,974,6,0,0,0,0,0,7,.50867051,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
484517,484,517,1968,.00017,.00017699999,3,0,1,7,6,-7,-5,1033,6,0,0,0,0,0,7,.51008648,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
484520,484,520,1968,.00017,.000239,3,0,7,7,0,-7,7,2125,8,0,0,0,0,0,9,.58435208,1,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484530,484,530,1968,.00017,.001754,3,0,0,7,9,-7,-9,1858,8,0,0,0,0,0,9,.91164243,1,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
484551,484,551,1968,.00017,.000485,3,0,3,7,3,-7,0,1173,4,0,0,0,0,0,5,.74045801,1,-7,1,0,5,0,0,0,.9977041886732689,,,,,,
484552,484,552,1968,.00017,.00059000001,4,0,7,7,3,-7,4,1421,3,0,0,0,0,0,4,.77631581,0,-7,1,0,4,0,0,0,.9980678165950512,,,,,,
484553,484,553,1968,.00017,.000252,3,0,0,7,9,-7,-9,1429,4,0,0,0,0,0,5,.59715641,1,-9,1,0,5,0,0,0,.9977041886732689,,,,,,
484560,484,560,1968,.00017,.005663,4,0,7,7,3,-7,4,9391,8,0,0,0,0,0,9,.97085547,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484570,484,570,1968,.00017,.000058000001,4,0,9,7,0,-7,9,1908,2,0,0,0,0,0,3,.74561405,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
484571,484,571,1968,.00017,.000032,4,0,10,7,0,-7,10,1578,2,0,0,0,0,0,3,.84158415,0,-7,1,0,3,0,0,0,.9984837400819305,,,,,,
484572,484,572,1968,.00017,.000023000001,4,0,3,7,3,-7,0,1851,0,0,0,0,0,0,1,.88082904,0,-7,1,0,1,0,0,0,.9998979006195441,,,,,,
484580,484,580,1968,.00017,.000443,3,0,2,7,4,-7,-2,2371,8,0,0,0,0,0,9,.72267538,1,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484590,484,590,1968,.00017,.000078999998,4,0,9,7,0,-7,9,3045,0,0,0,0,0,0,1,.68273091,0,-7,1,0,1,0,0,0,.9998979006195441,,,,,,
484600,484,600,1968,.00017,.002073,3,0,0,7,9,-7,-9,3017,8,0,0,0,0,0,9,.92420864,1,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
484615,484,615,1968,.00017,.001786,3,0,0,7,9,-7,-9,2947,6,0,0,0,0,0,7,.9130879,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
484616,484,616,1968,.00017,.00059499999,3,0,0,7,9,-7,-9,2859,8,0,0,0,0,0,9,.77777779,1,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
484620,484,620,1968,.00017,.00031800001,3,0,0,7,7,-7,-7,2574,8,0,0,0,0,0,9,.65163934,1,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484625,484,625,1968,.00017,.001018,3,0,8,7,1,-7,7,1812,8,0,0,0,0,0,9,.85690236,1,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484630,484,630,1968,.00017,.005351,4,0,0,7,10,-7,-10,3621,8,0,0,0,0,0,9,.96920848,0,-10,1,0,9,0,0,0,.9967969348203639,,,,,,
484640,484,640,1968,.00017,.0082430001,4,0,9,7,0,-7,9,3255,8,0,0,0,0,0,9,.97979319,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484645,484,645,1968,.00017,.002234,4,0,0,7,7,-7,-7,3225,8,0,0,0,0,0,9,.92928451,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484651,484,651,1968,.00017,.0071450002,3,0,0,7,7,-7,-7,2598,8,0,0,0,0,0,9,.97676009,1,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484652,484,652,1968,.00017,.0014299999,4,0,0,7,7,-7,-7,2952,7,0,0,0,0,0,8,.89375001,0,-7,1,0,8,0,0,0,.9970003914480851,,,,,,
484660,484,660,1968,.00017,.00044900001,4,0,4,7,2,-7,2,2950,8,0,0,0,0,0,9,.72536349,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484663,484,663,1968,.00017,.00074599998,4,0,0,7,9,-7,-9,2849,8,0,0,0,0,0,9,.81441045,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
484666,484,666,1968,.00017,.00153,4,0,9,7,0,-7,9,2817,8,0,0,0,0,0,9,.89999998,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484670,484,670,1968,.00017,.001312,4,0,0,7,10,-7,-10,2909,8,0,0,0,0,0,9,.88529015,0,-10,1,0,9,0,0,0,.9967969348203639,,,,,,
484678,484,678,1968,.00017,.00034200001,4,0,0,7,3,-7,-3,2400,8,0,0,0,0,0,9,.66796875,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484680,484,680,1968,.00017,.000189,4,0,0,7,5,-7,-5,2358,1,0,0,0,0,0,2,.52646238,0,-7,1,0,2,0,0,0,.9991033134220149,,,,,,
484690,484,690,1968,.00017,.000275,4,0,0,7,9,-7,-9,3180,7,0,0,0,0,0,8,.6179775,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
484700,484,700,1968,.00017,.001402,4,0,0,7,7,-7,-7,4411,8,0,0,0,0,0,9,.8918575,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484710,484,710,1968,.00017,.108571,4,0,0,7,9,-7,-9,7003,8,0,0,0,0,0,9,.99843663,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
484712,484,712,1968,.00017,.00039999999,4,0,0,7,7,-7,-7,6517,8,0,0,0,0,0,9,.70175439,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484713,484,713,1968,.00017,.0061670002,4,0,0,7,8,-7,-8,7365,8,0,0,0,0,0,9,.97317344,0,-8,1,0,9,0,0,0,.9967969348203639,,,,,,
484731,484,731,1968,.00017,.0056250002,4,0,0,7,9,-7,-9,7506,8,0,0,0,0,0,9,.97066438,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
484732,484,732,1968,.00017,.0093489997,4,0,1,7,4,-7,-3,7590,8,0,0,0,0,0,9,.98214096,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484740,484,740,1968,.00017,.04989,4,0,10,7,0,-7,10,8308,8,0,0,0,0,0,9,.99660408,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484750,484,750,1968,.00017,.051229,4,0,9,7,0,-7,9,4695,8,0,0,0,0,0,9,.99669254,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484770,484,770,1968,.00017,.01163,4,0,4,7,1,-7,3,4595,8,0,0,0,0,0,9,.9855932,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484775,484,775,1968,.00017,.0027650001,4,0,0,7,7,-7,-7,5709,8,0,0,0,0,0,9,.94207835,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484780,484,780,1968,.00017,.00088100001,4,0,7,7,0,-7,7,4524,8,0,0,0,0,0,9,.83824927,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484781,484,781,1968,.00017,6.0000002e-06,4,0,,7,,-7,,4061,3,0,0,0,0,0,4,.96590906,0,,1,0,4,0,0,0,,,,,,,
484790,484,790,1968,.00017,.00066000002,4,0,0,7,9,-7,-9,5154,8,0,0,0,0,0,9,.79518074,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
484800,484,800,1968,.00017,.0037140001,4,0,,7,,-7,,5975,8,0,0,0,0,0,9,.9562307,0,,1,0,9,0,0,0,,,,,,,
484811,484,811,1968,.00017,.001075,4,0,0,7,9,-7,-9,6259,8,0,0,0,0,0,9,.86345381,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
484812,484,812,1968,.00017,.00087799999,4,0,,7,,-7,,6139,8,0,0,0,0,0,9,.83778626,0,,1,0,9,0,0,0,,,,,,,
484816,484,816,1968,.00017,.0051279999,4,0,0,7,8,-7,-8,6367,8,0,0,0,0,0,9,.96791244,0,-8,1,0,9,0,0,0,.9967969348203639,,,,,,
484817,484,817,1968,.00017,.0072269998,4,0,1,7,4,-7,-3,6373,8,0,0,0,0,0,9,.9770177,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484820,484,820,1968,.00017,.001305,4,0,10,7,0,-7,10,5994,8,0,0,0,0,0,9,.88474578,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484830,484,830,1968,.00017,.00072399998,4,0,2,7,4,-7,-2,6132,3,0,0,0,0,0,4,.80984342,0,-7,1,0,4,0,0,0,.9980678165950512,,,,,,
484840,484,840,1968,.00017,.0035359999,4,0,6,7,1,-7,5,7350,8,0,0,0,0,0,9,.95412844,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484850,484,850,1968,.00017,.013033,4,0,0,7,7,-7,-7,6297,8,0,0,0,0,0,9,.98712415,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484900,484,900,1968,.00017,.0078210002,4,0,10,7,0,-7,10,8396,8,0,0,0,0,0,9,.97872609,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
484920,484,920,1968,.00017,.000711,4,0,10,7,0,-7,10,9042,8,0,0,0,0,0,9,.80703747,0,-7,1,0,9,0,0,0,.9967969348203639,,,,,,
490500,490,500,1968,.001963,.000558,3,0,0,9,6,-9,-6,0,6,0,0,0,0,0,3,.77865928,1,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
490501,490,501,1968,.001963,.00076299999,4,0,3,9,3,-9,0,1501,5,0,0,0,0,0,6,.72010273,0,-9,1,0,6,0,0,0,.997442420925272,,,,,,
490510,490,510,1968,.001963,.00073000003,3,0,0,9,7,-9,-7,1660,7,0,0,0,0,0,8,.72892684,1,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
490516,490,516,1968,.001963,.000176,3,0,0,9,7,-9,-7,0,6,0,0,0,0,0,7,.91771859,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
490517,490,517,1968,.001963,.00017699999,3,0,1,9,6,-9,-5,0,6,0,0,0,0,0,7,.91728973,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
490520,490,520,1968,.001963,.000239,3,0,7,9,0,-9,7,2124,8,0,0,0,0,0,9,.89146233,1,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490530,490,530,1968,.001963,.001754,3,0,0,9,9,-9,-9,1858,8,0,0,0,0,0,9,.52811408,1,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490551,490,551,1968,.001963,.000485,3,0,3,9,3,-9,0,0,4,0,0,0,0,0,5,.80187911,1,-9,1,0,5,0,0,0,.9977041886732689,,,,,,
490552,490,552,1968,.001963,.00059000001,4,0,7,9,3,-9,4,1419,3,0,0,0,0,0,2,.76889932,0,-9,1,0,2,0,0,0,.9991033134220149,,,,,,
490553,490,553,1968,.001963,.000252,3,0,0,9,9,-9,-9,1427,4,0,0,0,0,0,5,.88623023,1,-9,1,0,5,0,0,0,.9977041886732689,,,,,,
490560,490,560,1968,.001963,.005663,4,0,7,9,3,-9,4,9389,8,0,0,0,0,0,9,.74259114,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490570,490,570,1968,.001963,.000058000001,4,0,9,9,0,-9,9,1905,2,0,0,0,0,0,3,.97130132,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
490571,490,571,1968,.001963,.000032,4,0,10,9,0,-9,10,1575,2,0,0,0,0,0,3,.98395991,0,-9,1,0,3,0,0,0,.9984837400819305,,,,,,
490572,490,572,1968,.001963,.000023000001,4,0,3,9,3,-9,0,1848,0,0,0,0,0,0,1,.98841894,0,-9,1,0,1,0,0,0,.9998979006195441,,,,,,
490580,490,580,1968,.001963,.000443,3,0,2,9,4,-9,-2,2369,8,0,0,0,0,0,9,.81587696,1,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490590,490,590,1968,.001963,.000078999998,4,0,9,9,0,-9,9,3043,0,0,0,0,0,0,1,.96131241,0,-9,1,0,1,0,0,0,.9998979006195441,,,,,,
490600,490,600,1968,.001963,.002073,3,0,0,9,9,-9,-9,3019,8,0,0,0,0,0,9,.51362735,1,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490615,490,615,1968,.001963,.001786,3,0,0,9,9,-9,-9,2949,6,0,0,0,0,0,7,.5236063,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
490616,490,616,1968,.001963,.00059499999,3,0,0,9,9,-9,-9,2862,8,0,0,0,0,0,9,.76739639,1,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490620,490,620,1968,.001963,.00031800001,3,0,0,9,7,-9,-7,2576,8,0,0,0,0,0,9,.86058748,1,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490625,490,625,1968,.001963,.001018,3,0,8,9,1,-9,7,0,8,0,0,0,0,0,9,.65850389,1,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490630,490,630,1968,.001963,.005351,4,0,0,9,10,-9,-10,3622,8,0,0,0,0,0,9,.7316106,0,-10,1,0,9,0,0,0,.9967969348203639,,,,,,
490640,490,640,1968,.001963,.0082430001,4,0,9,9,0,-9,9,3257,8,0,0,0,0,0,9,.80766213,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490645,490,645,1968,.001963,.002234,4,0,0,9,7,-9,-7,3226,8,0,0,0,0,0,9,.53228498,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490651,490,651,1968,.001963,.0071450002,3,0,0,9,7,-9,-7,2600,8,0,0,0,0,0,9,.78447521,1,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490652,490,652,1968,.001963,.0014299999,4,0,0,9,7,-9,-7,2953,7,0,0,0,0,0,8,.57854408,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
490660,490,660,1968,.001963,.00044900001,4,0,4,9,2,-9,2,2952,8,0,0,0,0,0,9,.81384742,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490663,490,663,1968,.001963,.00074599998,4,0,0,9,9,-9,-9,2851,8,0,0,0,0,0,9,.72462165,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490666,490,666,1968,.001963,.00153,4,0,9,9,0,-9,9,2818,8,0,0,0,0,0,9,.56198108,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490670,490,670,1968,.001963,.001312,4,0,0,9,10,-9,-10,2910,8,0,0,0,0,0,9,.59938931,0,-10,1,0,9,0,0,0,.9967969348203639,,,,,,
490678,490,678,1968,.001963,.00034200001,4,0,0,9,3,-9,-3,2401,8,0,0,0,0,0,9,.85162687,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490680,490,680,1968,.001963,.000189,4,0,0,9,5,-9,-5,2358,1,0,0,0,0,0,2,.9121747,0,-9,1,0,2,0,0,0,.9991033134220149,,,,,,
490690,490,690,1968,.001963,.000275,4,0,0,9,9,-9,-9,3181,7,0,0,0,0,0,8,.87712246,0,-9,1,0,8,0,0,0,.9970003914480851,,,,,,
490700,490,700,1968,.001963,.001402,4,0,0,9,7,-9,-7,4412,8,0,0,0,0,0,9,.58335811,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490710,490,710,1968,.001963,.108571,4,0,0,9,9,-9,-9,7003,8,0,0,0,0,0,9,.98224074,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490712,490,712,1968,.001963,.00039999999,4,0,0,9,7,-9,-7,6518,8,0,0,0,0,0,9,.83072364,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490713,490,713,1968,.001963,.0061670002,4,0,0,9,8,-9,-8,7365,8,0,0,0,0,0,9,.75854856,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490731,490,731,1968,.001963,.0056250002,4,0,0,9,9,-9,-9,7506,8,0,0,0,0,0,9,.74130207,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490732,490,732,1968,.001963,.0093489997,4,0,1,9,4,-9,-3,7591,8,0,0,0,0,0,9,.82646745,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490740,490,740,1968,.001963,.04989,4,0,10,9,0,-9,10,8309,8,0,0,0,0,0,9,.962143,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490750,490,750,1968,.001963,.051229,4,0,9,9,0,-9,9,4695,8,0,0,0,0,0,9,.96309596,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490770,490,770,1968,.001963,.01163,4,0,4,9,1,-9,3,4595,8,0,0,0,0,0,9,.85558742,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490775,490,775,1968,.001963,.0027650001,4,0,0,9,7,-9,-7,5708,8,0,0,0,0,0,9,.58481389,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490780,490,780,1968,.001963,.00088100001,4,0,7,9,0,-9,7,4523,8,0,0,0,0,0,9,.69022506,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490781,490,781,1968,.001963,6.0000002e-06,4,0,,9,,-9,,4060,3,0,0,0,0,0,4,.99695277,0,,1,0,4,0,0,0,,,,,,,
490790,490,790,1968,.001963,.00066000002,4,0,0,9,9,-9,-9,5154,8,0,0,0,0,0,9,.74837971,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490800,490,800,1968,.001963,.0037140001,4,0,,9,,-9,,5975,8,0,0,0,0,0,9,.65421879,0,,1,0,9,0,0,0,,,,,,,
490811,490,811,1968,.001963,.001075,4,0,0,9,9,-9,-9,6258,8,0,0,0,0,0,9,.6461488,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490812,490,812,1968,.001963,.00087799999,4,0,,9,,-9,,6139,8,0,0,0,0,0,9,.69095391,0,,1,0,9,0,0,0,,,,,,,
490816,490,816,1968,.001963,.0051279999,4,0,0,9,8,-9,-8,6366,8,0,0,0,0,0,9,.72317022,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490817,490,817,1968,.001963,.0072269998,4,0,1,9,4,-9,-3,6372,8,0,0,0,0,0,9,.78639823,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490820,490,820,1968,.001963,.001305,4,0,10,9,0,-9,10,5993,8,0,0,0,0,0,9,.6006732,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490830,490,830,1968,.001963,.00072399998,4,0,2,9,4,-9,-2,6131,3,0,0,0,0,0,4,.73055452,0,-9,1,0,4,0,0,0,.9980678165950512,,,,,,
490840,490,840,1968,.001963,.0035359999,4,0,6,9,1,-9,5,7349,8,0,0,0,0,0,9,.64302599,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490850,490,850,1968,.001963,.013033,4,0,0,9,7,-9,-7,6295,8,0,0,0,0,0,9,.86909842,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490900,490,900,1968,.001963,.0078210002,4,0,10,9,0,-9,10,8393,8,0,0,0,0,0,9,.7993663,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
490920,490,920,1968,.001963,.000711,4,0,10,9,0,-9,10,9039,8,0,0,0,0,0,9,.73410618,0,-9,1,0,9,0,0,0,.9967969348203639,,,,,,
500501,500,501,1968,.000558,.00076299999,4,0,3,6,3,-6,0,0,5,0,0,0,0,0,3,.57759273,0,-6,1,0,3,0,0,0,.9984837400819305,,,,,,
500510,500,510,1968,.000558,.00073000003,3,0,0,6,7,-6,-7,0,6,0,0,0,0,0,7,.5667702,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
500516,500,516,1968,.000558,.000176,3,0,0,6,7,-6,-7,339,6,0,0,0,0,0,7,.76021796,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
500517,500,517,1968,.000558,.00017699999,3,0,1,6,6,-6,-5,0,6,0,0,0,0,0,7,.7591837,1,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500520,500,520,1968,.000558,.000239,3,0,7,6,0,-6,7,892,6,0,0,0,0,0,7,.70012546,1,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500530,500,530,1968,.000558,.001754,3,0,0,6,9,-6,-9,735,6,0,0,0,0,0,7,.75865054,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
500551,500,551,1968,.000558,.000485,3,0,3,6,3,-6,0,1127,4,0,0,0,0,0,5,.5349952,1,-6,1,0,5,0,0,0,.9977041886732689,,,,,,
500552,500,552,1968,.000558,.00059000001,4,0,7,6,3,-6,4,1260,3,0,0,0,0,0,4,.51393729,0,-6,1,0,4,0,0,0,.9980678165950512,,,,,,
500553,500,553,1968,.000558,.000252,3,0,0,6,9,-6,-9,992,4,0,0,0,0,0,5,.68888891,1,-9,1,0,5,0,0,0,.9977041886732689,,,,,,
500560,500,560,1968,.000558,.005663,4,0,7,6,3,-6,4,8927,6,0,0,0,0,0,7,.91030383,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500570,500,570,1968,.000558,.000058000001,4,0,9,6,0,-6,9,2077,2,0,0,0,0,0,3,.90584415,0,-6,1,0,3,0,0,0,.9984837400819305,,,,,,
500571,500,571,1968,.000558,.000032,4,0,10,6,0,-6,10,1785,2,0,0,0,0,0,3,.94576269,0,-6,1,0,3,0,0,0,.9984837400819305,,,,,,
500572,500,572,1968,.000558,.000023000001,4,0,3,6,3,-6,0,1844,0,0,0,0,0,0,1,.9604131,0,-6,1,0,1,0,0,0,.9998979006195441,,,,,,
500580,500,580,1968,.000558,.000443,3,0,2,6,4,-6,-2,1656,6,0,0,0,0,0,7,.55744255,1,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500590,500,590,1968,.000558,.000078999998,4,0,9,6,0,-6,9,2203,0,0,0,0,0,0,1,.87598115,0,-6,1,0,1,0,0,0,.9998979006195441,,,,,,
500600,500,600,1968,.000558,.002073,3,0,0,6,9,-6,-9,3455,6,0,0,0,0,0,7,.78791332,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
500615,500,615,1968,.000558,.001786,3,0,0,6,9,-6,-9,3151,6,0,0,0,0,0,7,.76194537,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
500616,500,616,1968,.000558,.00059499999,3,0,0,6,9,-6,-9,2902,6,0,0,0,0,0,7,.51604509,1,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
500620,500,620,1968,.000558,.00031800001,3,0,0,6,7,-6,-7,2583,6,0,0,0,0,0,7,.63698632,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
500625,500,625,1968,.000558,.001018,3,0,8,6,1,-6,7,0,6,0,1,1,4,1403,7,.64593905,1,-6,1,1,7,0,0,0,.9972464599966172,.0001964633993339,.0001964634,,,,
500630,500,630,1968,.000558,.005351,4,0,0,6,10,-6,-10,2729,6,0,0,0,0,0,7,.90556777,0,-10,1,0,7,0,0,0,.9972464599966172,,,,,,
500640,500,640,1968,.000558,.0082430001,4,0,9,6,0,-6,9,2740,6,0,0,0,0,0,7,.93659812,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500645,500,645,1968,.000558,.002234,4,0,0,6,7,-6,-7,2411,6,0,0,0,0,0,7,.80014324,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
500651,500,651,1968,.000558,.0071450002,3,0,0,6,7,-6,-7,2058,6,0,0,0,0,0,7,.92756069,1,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
500652,500,652,1968,.000558,.0014299999,4,0,0,6,7,-6,-7,2308,6,0,0,0,0,0,7,.71931589,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
500660,500,660,1968,.000558,.00044900001,4,0,4,6,2,-6,2,2329,6,0,0,0,0,0,7,.55412114,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500663,500,663,1968,.000558,.00074599998,4,0,0,6,9,-6,-9,2199,6,0,0,0,0,0,7,.57208586,0,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
500666,500,666,1968,.000558,.00153,4,0,9,6,0,-6,9,2182,6,0,0,0,0,0,7,.73275864,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500670,500,670,1968,.000558,.001312,4,0,0,6,10,-6,-10,1930,6,0,0,0,0,0,7,.70160425,0,-10,1,0,7,0,0,0,.9972464599966172,,,,,,
500678,500,678,1968,.000558,.00034200001,4,0,0,6,3,-6,-3,1308,6,0,0,0,0,0,7,.62,0,-6,1,0,7,0,0,0,.9972464599966172,,,,,,
500680,500,680,1968,.000558,.000189,4,0,0,6,5,-6,-5,1212,1,0,0,0,0,0,2,.74698794,0,-6,1,0,2,0,0,0,.9991033134220149,,,,,,
500690,500,690,1968,.000558,.000275,4,0,0,6,9,-6,-9,2252,6,0,0,0,0,0,7,.66986793,0,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
500700,500,700,1968,.000558,.001402,4,0,0,6,7,-6,-7,3344,6,0,0,0,0,0,7,.7153061,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
500710,500,710,1968,.000558,.108571,4,0,0,6,9,-6,-9,5883,6,0,0,0,0,0,7,.99488676,0,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
500712,500,712,1968,.000558,.00039999999,4,0,0,6,7,-6,-7,5485,6,0,0,0,0,0,7,.58246344,0,-7,1,0,7,0,0,0,.9972464599966172,,,,,,
500713,500,713,1968,.000558,.0061670002,4,0,0,6,8,-6,-8,6147,6,0,0,0,0,0,7,.91702604,0,-8,1,0,7,0,0,0,.9972464599966172,,,,,,
500731,500,731,1968,.000558,.0056250002,4,0,0,6,9,-6,-9,6381,6,0,0,0,0,0,7,.90975255,0,-9,1,0,7,0,0,0,.9972464599966172,,,,,,
